PMID,label,method
35760372,text mining,neural network analysis
35758514,both,"convolutional neural network, trained on Swedish registry data"
35752818,both,random forest algorithm
35751186,other,data envelopment analysis method
35747601,other,neural network autoregressive model
35738317,other,machine-learning model
35731078,text mining,meta-analytical approach
35728900,text mining,RNN algorithm
35725628,other,machine learning model
35724775,both,Bayley-III Screening Test
35697456,text mining,machine learning model
35687956,text mining,stratified random cluster sampling method
35687925,other,kernel-based SVM technique
35679331,text mining,Bayesian neural network method
35676812,other,Machine Learning
35676413,text mining,deep neural network-based model
35676388,both,ad hoc analysis
35674805,other,multinomial logit regression model
35671415,other,Machine learning
35669831,other,artificial neural network
35658633,other,time-delay feedforward
35646679,text mining,artificial neural network
35644838,text mining,multi-item gamma Poisson shrinker (MGPS).
35636562,text mining,Logistic regression
35634443,text mining,machine learning algorithms
35618508,other,artificial neural network
35618276,text mining,untargeted metabolomics/chemical profiling
35610589,text mining,machine learning
35605854,both,probability sampling
35603380,other,mechanistic models of viral infection
35602122,text mining,real-time polymerase chain reaction (RT-PCR) test
35596167,other,machine learning
35594754,text mining,electronically accessible data conditional on past adherence to asthma medications
35594313,text mining,auto-regressive recurrent neural network method
35594304,other,linear regression
35590381,text mining,machine learning model
35585099,text mining,logistic modeling
35584963,other,feature selection methods
35575954,both,adjuvant endocrine therapy
35571720,other,machine learning (ML) algorithms
35545847,other,artificial neural network
35538201,text mining,machine-learning algorithm
35537221,other,compensation method based on effective reproduction number (ERN)
35533093,text mining,simulated retrospective deployment
35530324,text mining,murine xenografts
35529266,other,predictive analytic technique
35522333,other,Random forest prediction model
35515104,text mining,machine learning (ML) algorithms
35509508,text mining,BP neural network
35507586,text mining,SHapley Additive exPlanations (SHAP) tool
35505087,text mining,bionomics
35502319,text mining,high-throughput sequencing and computational analysis
35489559,other,SHapley Additive exPlanations technique
35477255,text mining,neural network-based automated event adjudication
35468985,both,automated segmentation algorithm
35458148,text mining,multiple factor analysis
35447417,other,artificial neural network (ANN) models
35442147,text mining,"patient-centred, peer-educator model"
35435949,text mining,Japanese insurance claims database
35435583,other,logistic regression and an artificial network model
35433607,other,deep neural network model
35421101,other,Hilbert transform
35416785,both,ML
35416586,text mining,Multivariable Cox proportional hazards regression analysis
35399098,text mining,retrospectively
35395775,text mining,Artificial Neural Network
35390726,text mining,Deep Neural Network
35388371,other,heterogeneous data
35388055,both,ML techniques
35387629,both,machine learning
35382924,other,neural network model
35379168,text mining,SHapley Additive exPlanations tool
35365510,other,machine learning model
35359843,other,loop diuretics
35359784,other,STN to the forecast of infectious diseases across multiple regions
35356621,text mining,Bi-LSTM model and the CNN model neural network algorithm
35349563,other,molecular
35346252,other,machine learning and EMR
35341266,other,Diabetes Diagnostic Standards
35328880,other,Gauss-Newton iteration Method
35325662,both,machine learning-based model
35318153,other,machine learning
35314205,text mining,generalized linear mixed-effect models
35309216,other,interpretable machine learning
35308959,other,AI models
35301017,text mining,Multivariable logistic regression analysis
35288156,both,spatiotemporal machine learning model
35282469,both,time-to-event method
35279551,other,RNN algorithm
35271664,text mining,machine learning
35257013,both,U-Net CNN
35255105,text mining,machine learning algorithm
35241837,other,combinatorial optimization
35241463,text mining,univariate analysis
35239662,other,neural network model
35234862,text mining,Bayesian machine-learning model
35227588,other,posterior probabilities
37873507,other,apply neural networks to family history data
35225473,text mining,analysing the population-based cancer registry
35224316,other,to determine the contribution of each variable in ML models
35223392,other,SPSS-22 software
35192526,text mining,machine learning
35188556,other,machine learning
35174482,both,qualitative data collection methods
35152401,both,machine learning (ML) methodology
35138921,text mining,machine learning model
35129088,computer vision,VGG-19 (CNN-based) model
35118083,other,machine learning
39131119,text mining,retrospective cohort study
35098837,text mining,machine learning model
35093010,other,EMD method
35086918,other,convolutional neural network
35085878,other,self-report tools
35081465,other,machine learning
35073321,other,neural network model
35072137,other,machine learning methods EN and BR
35070230,text mining,wavelet algorithm
35066631,both,CT-based radiomics modeling
35064759,text mining,"age, gender and presence or absence of each variant"
35061827,text mining,partial least squares path modeling
35056318,other,artificial neural network
35048036,text mining,machine learning
35047012,text mining,machine learning
35037143,text mining,artificial neural network
35029707,other,ExtraTreesClassifier algorithm
35021153,other,logistic regression
35016246,text mining,neural network model
35014856,other,our model
34996378,text mining,multivariable Poisson decomposition analysis
34992592,both,RobustRankAggreg (RRA) algorithm
34972690,other,ANN) model
34972135,text mining,Bayesian relevance analysis and a neural network based classifier
34952674,text mining,empirical cutoff
34951595,other,machine learning
34938711,other,Neural Network
34934797,both,machine learning (ML)-based system
34932043,text mining,0.91
34927450,text mining,random forest modeling
34919240,both,Bayesian neural network method
34918584,other,data mining
34917164,text mining,Bayes' Theorem
34916529,other,ensemble machine learning
34912034,other,DTW-SOM
34906845,text mining,explainable ML methods
34899827,other,LASSO and Elastic Net
34891625,other,a screening tool
34889978,other,machine-learning model
34875665,text mining,after adjustment for potential confounders
34873978,text mining,machine learning methods
34861802,text mining,supervised machine learning
34851764,text mining,Hanley and McNeil method
34849027,text mining,machine learning model
34848918,other,Hopfield neural network coupled to SIRS disease dynamics
34848736,other,interpretable machine learning model based on a quick pre-screening system
36798683,both,narrative review of studies published in PubMed
34833448,other,machine learning
34831862,other,recurrent neural network model
34814408,other,recurrent neural network (RNN) model
34784508,text mining,machine learning
34784307,text mining,gradient boosting
34782634,other,duplex ultrasonography
34777251,other,Synthetic Minority Over-sampling Technique
34775287,other,machine learning model
34774886,both,SHAP and PDP
34767822,other,climate variables
34764610,other,a Graph Neural Network (GNN)
34763801,other,PTB-XL database
34757412,text mining,nearest neighbors algorithm
34751852,text mining,external validation
34737270,text mining,SHAP (SHapley Additive exPlanations)
34734350,other,deep neural network
34728708,both,multilayer perception algorithm
34728248,text mining,binary logistic regression and back-propagation artificial neural network
34725502,other,machine learning model
34725416,other,EEMD-ARIMA-NARANN hybrid technique
34724938,text mining,machine learning
34704369,other,molecular
34698722,other,J48
34692627,other,repeated holdout training and test strategy
34690451,both,Convolutional neural network-quantile regression
34673842,text mining,automated segmentations
34673026,other,multivariable analyses
34670532,text mining,Artificial neurol network
34669527,text mining,machine learning
34664136,text mining,dual-energy x-ray absorptiometry (DXA) parameters
34661530,other,machine-learning model
34646367,text mining,The combination of LC-MS/MS with chemical isobaric labeling
34642701,other,ML+ R
34642390,other,Liver ultrasound
34637423,text mining,machine learning model
34624525,text mining,"χ2 test, Mann-Whitney U test or t-test"
34620263,text mining,xgbTree algorithm
34600848,text mining,A multivariate least absolute shrinkage and selection operator machine learning model
34597539,other,LASSO regression
34594418,text mining,reduced Cox models
34582445,both,generalized linear model (GLM) analysis
34569889,other,geospatial data and artificial neural networks
34563451,text mining,backward method
34563170,text mining,prediction model
34553750,other,genome encoding
34548599,other,neural network (NN))
34544039,other,machine learning methodologies
34543591,both,machine learning model
34542925,text mining,SWISS-MODEL
34535116,text mining,EHR-based prediction
34526544,text mining,Machine learning classification
34504171,other,Expectation-Maximization
34489241,other,machine-learning
34486862,text mining,logit-regression analysis and artificial neural network technology
34482150,other,machine learning model
34480134,both,Machine learning
34474011,both,leave-one-trial-out approach
34468741,text mining,ensemble machine learning
34461424,other,artificial neural network
34457147,other,manual curation
34454079,text mining,machine learning
34438071,other,convolutional neural network (1DCNN) machine learning approaches
34433892,other,machine learning algorithms
34433816,other,artificial intelligence
34424948,other,DeepDRIM
34420931,other,traditional statistical methods
34417486,text mining,artificial neural network
34415913,other,Bayesian model
34412892,other,machine learning
34407867,other,deployment of 'Tiny Targets
34407614,text mining,tree-based gap-filling method
34404458,text mining,Explainable Boosting Machine analysis
34376920,text mining,ANN time series
34376325,other,"Synthetic Minority Over-sampling Technique (SMOTE),"
34368274,other,random forest approach
34365501,other,big data analytics
34357513,other,tenfold cross-validation
34347175,text mining,hybrid models
34341107,text mining,dual-axis electron tomography and convolutional neural network analysis
34339461,text mining,ML algorithm
34339432,both,machine learning
34329757,other,Cox proportional-hazards and logistic regression
34326290,other,ANN model
34312455,other,multivariate model
34307493,other,fully automated
34304318,other,Youden's index
34302826,text mining,paired sample t-test
34299889,other,global positioning system (GPS) location data
34268211,other,Artificial Neural Networks
34260529,computer vision,raw laboratory versus normalized data
34260423,text mining,Machine-Learning Algorithms
34257044,text mining,multi-omics
34250921,other,ANN algorithm
34235131,other,logistic regression
34228740,other,sequence-learning models
34218880,other,AI-driven ECG model
34217959,both,Chi-square test and multiple logistic regression analysis
34200378,other,Multivariate LSTM
34198133,other,machine learning
34193418,text mining,artificial neural network analysis
34187409,text mining,Machine learning-based model
34155113,other,random-forest regression model
34127681,other,data mining
34127421,other,Artificial neural network and logistic regression modelling
34126702,other,Light gradient boosting algorithm
34088723,text mining,machine-learning
34081607,other,machine learning
34080712,text mining,Quantitative electroencephalography
34079304,other,EEMD-SARIMA-NARNN
34077517,other,machine learning model
34075198,other,seasonal autoregressive integrated moving average (SARIMA) method
34069929,text mining,artificial neural network
34067821,text mining,deep neural network
34067792,text mining,logistic regression (LR) and artificial neural network (ANN)
34065894,other,artificial neural network
34051491,text mining,WBE approach
34045545,text mining,pre-trained neural network
34044316,text mining,AI
34041217,other,stock price forecasting
34039572,text mining,Machine learning
34039448,text mining,Partial Least Squares path analysis
34039329,other,combinatorial heuristic method
34032855,text mining,machine learning model
34031483,other,machine learning model
34016712,other,machine learning
34015817,other,artificial neural network
34015292,other,random forest (RF) model
34001210,other,"logistic regression, random forest, XGBoost, neural network"
33999838,other,The Brier index
33988129,text mining,receiver operating characteristic (ROC) curve analysis
33984819,text mining,Artificial Neural Network (ANN) structures
33972584,other,dimensionality reduction method
33964132,other,machine learning model
33962987,other,machine learning methods with visualisations
33959130,text mining,large-scale analysis
33939421,text mining,ensemble learning method
33931058,text mining,Correlation analyses
33925812,other,neural network
33924993,both,bidirectional stepwise method
33917544,other,graph neural networks
33911149,both,deep neural network models
33909150,both,convolutional neural network
33908133,text mining,data mining the US Food and Drug Administration Adverse Event Reporting System
33907111,other,artificial neural network model
33905420,both,structural equation models
33902323,other,machine learning model
33896448,other,data mining the FDA adverse event reporting system (FAERS) database
33895377,other,data analytics
33892404,other,GB-based algorithm
33882060,other,open source calculator
33877502,both,retrospective
33871619,text mining,culture collection
33861206,both,modeling
33859222,other,Graph Isomorphic Network
33859129,both,logistic regression
33857607,text mining,Pearson correlation analysis
33849325,text mining,modeling and analysis
33842317,text mining,RF model
33834355,other,machine learning analysis
33827712,text mining,anthropometric
33827395,both,Bayley Scales of Infant and Toddler Development-Third Edition
33799332,other,machine learning
33794969,both,probiotic supplementation
33793407,other,extreme gradient boosting algorithm
33792112,other,machine learning
33787533,text mining,Shapley additive explanation method
33783520,text mining,transforming model features into clinical variables and representing them as patient-specific visualizations
33783511,text mining,causal inference
33772039,other,Geographically weighted machine learning model
33766145,computer vision,environmental feature vector
33764883,text mining,artificial intelligence
33763816,other,random sampling method
33760638,other,Kaplan-Meier method
33750249,other,open-access data and machine learning algorithms
33741365,text mining,Multivariable logistic regression analysis
33740904,both,seasonal-trend decomposition
33726693,text mining,artificial neural network
33721584,other,machine learning algorithms
33714394,other,Mini Z-scale
33708997,text mining,machine learning model
33708741,other,cluster random sampling
33707432,other,machine learning-approach
33705856,other,Unified Theory of Acceptance and Use of Technology
33692779,text mining,predictive machine learning
33689741,text mining,machine learning techniques
33686949,text mining,artificial intelligence (AI) algorithms
33684933,other,machine learning
33684246,text mining,externally validate it using our institutional cohort
33681127,both,Cox proportional hazards (CPH) regression
33667860,other,machine learning model
33661883,other,logistic regression
33657174,text mining,a zero-inflated generalised additive model
33656857,other,MALDI-TOF MS)
33653301,text mining,machine learning model
33632280,text mining,artificial neural network (ANN) with and without biomarkers
33627720,text mining,machine learning
33627706,other,Deep Neural Network (DNN)
33621953,text mining,random survival forest-variable hunting (RSF-VH) algorithm
33615696,other,deep neural network algorithm
33606340,text mining,machine learning
33600820,text mining,linear regression model
33588914,both,machine learning model
33581627,both,generalized estimating equations
33579296,both,to develop and evaluate prediction models with and without genetic factors
33573257,text mining,questionnaire
33571234,other,Simulation results show that the proposed hybrid intelligence algorithm
33564090,other,fivefold cross-validation and grid search
33557253,other,deep neural network based drug screening method
33544752,other,The wavelet-based SARIMA-NNAR hybrid model
33541897,text mining,retrospective
33540371,text mining,transcriptome sequencing and immune-receptor repertoire (IRR) sequencing
33517677,text mining,cardiologist-overread QTc values
33515712,other,TensorFlow
33514573,other,artificial intelligence time series
33509140,text mining,Species distribution models
33507932,other,generate a graph
33502448,both,machine learning-generated predictions
33500223,other,computational model
33479727,other,multistate model
33479275,other,random forest
33478962,other,Box-Jenkins and ElmanNN hybrid method
33476281,text mining,cross-hospital validation
37982015,other,soft computing approach
33470778,text mining,light sedation
33461279,text mining,monthly time-lag geographically- weighted regression model
33458857,other,random forest
33440021,text mining,metabolomics characterization of maternal serum
33418117,both,rfMRI latency data
33416883,text mining,machine learning model
33415373,other,best performing model
33413480,both,CT-based machine learning model
33410720,both,machine learning
33408882,text mining,random forest (RF) algorithms
33407390,text mining,embedding techniques
33376726,text mining,stratified equal-capacity random sampling method
33362244,other,machine learning
33356437,other,advanced machine learning and PS analysis
33355678,other,machine learning pipeline
33352605,text mining,logistic regression-prediction model
33351102,other,ML models
33350595,text mining,retrospective
33345203,text mining,Serosurveillance
33335877,text mining,wavelet neural network
33332868,other,Machine-learning
33332363,other,Artificial Neural Networks
33322524,text mining,Mountainous Landscape Barrier
33322521,text mining,over-sampling technique
33317528,other,retrospective analysis
33309450,both,retrospective
33306118,other,machine learning
33305617,other,multilayer feed-forward network
33301414,text mining,deep neural network and random forest models
33292780,other,ANN-based model
33284864,text mining,Dynamic Overdose Vulnerability Estimator
33262083,other,MATLAB R2018 (MathWorks) software
33260269,text mining,logistic regression-artificial neural network-decision tree model
33256679,text mining,Design existing circumstances research
35356801,other,DEBT
33253060,other,machine learning regression model
33247677,text mining,machine learning
33239681,text mining,artificial neural network (ANN)-based models
33238219,other,machine learning
33227398,text mining,machine learning
33226645,text mining,machine-learning model
33225319,other,machine learning algorithms
33222606,text mining,multidisciplinary fasting program
33203906,text mining,deep neural network model
33184499,text mining,Statistical and machine learning models
33183282,other,ANN
33181159,both,machine learning
33177203,both,Transcriptional analysis
33170848,text mining,machine learning
33156863,text mining,machine learning
33148337,text mining,time series
33132997,both,systematic filtering process
33126871,other,machine learning random forest models
33109025,other,artificial neural network methods
33108316,text mining,automated machine learning technique
33107830,text mining,machine learning model
33097206,text mining,logistic regression and ANN models
33090463,other,ensemble machine learning model
33078300,text mining,Confusion Assessment Method
33070560,text mining,SCaP Survival Calculator
33067522,other,five serum chemistry laboratory parameters
33037063,both,Understanding America Study COVID-19 panel
33029545,computer vision,Logistic Regression Analysis
33028695,text mining,random forest algorithm
33026621,text mining,autoregressive distributed lag (ARDL)
33024092,other,machine learning
33017421,other,support vector machine (SVM).
33006287,other,comparison of disorder patterns of inner shells (N) of related viruses
33004133,text mining,machine-learning model
32996693,text mining,easily accessible clinical data
32994364,text mining,Deep serological profiling
32993005,text mining,Social media data
32992643,other,NARX) neural network-based algorithm
32984242,other,Generalized Regression Neural Network
32979355,text mining,ANN model
32974605,text mining,weighted network analysis
32951626,other,rectifying linear unit-based technique
32936996,text mining,retrospective
32936775,both,sociodemographic
32919321,text mining,Spearman's
32909495,other,seasonal adjustment method
32908309,both,convolutional neural network-based automated cell classification and analysis pipelines
32886688,other,Random Forest algorithm
32875431,computer vision,2D-CNN algorithm
32853285,other,neural network
32850579,computer vision,deep convolutional neural network architecture
32844582,other,non-linear machine-learning models
32835075,text mining,transmission similarities between countries in the publicly available data for this current disease
32825349,other,Machine Learning
32821921,text mining,risk stratification model
32814138,other,best-performed source data
32807931,other,deep neural network
32798602,other,machine learning model
32798041,text mining,Machine learning
32795375,other,A protocol was developed for the routine collection of tsetse control costs
32793981,other,genomic sequences recorded in the NCBI GenBank
32773672,other,Deep-FLAIM model
32773372,text mining,Machine Learning
32771672,other,"Satellite data and clinical data, along with a long short-term memory"
32755354,text mining,machine learning risk estimates
32750186,other,Bayesian inference
32749223,text mining,nested case-control study design
32738548,text mining,preoperative recipient scoring model
32723339,text mining,stepwise regression
32721685,text mining,support vector machine (SVM) methods
32710986,other,algebraic topology-based machine learning model
32702519,text mining,logistic regression (LR) analysis
32691211,other,CO-RADS scoring system
32679861,other,data driven approach
32678860,both,Machine-learning algorithms
32673562,text mining,Transparent Peer Review process
32669041,other,artificial neural network
32666682,other,a multinational cohort
32652499,text mining,simple statistical test
32628708,other,machine learning
32626756,text mining,bioinformatics tools and functional experiments
32618918,both,unbiased estimator approach
32602842,both,Machine learning
32587295,text mining,convolutional neural network with machine classifier
32585042,text mining,multivariate logistic regression analysis
32579598,other,Elman neural network (ElmanNN)
32565882,other,publicly available dataset
32561810,other,Body Weight Control
32560424,text mining,Bayesian networks
32553453,text mining,multivariable logistic regression models
32549653,other,usability scale
32546771,other,machine learning algorithms
32545581,other,machine-learning algorithms
32528151,text mining,machine-learning model
32526559,other,random forest machine learning model
32520585,computer vision,PGA-BP
32512596,other,logistic regression or machine learning
32508976,text mining,Stacking method
32505584,both,deep neural network models
32499003,other,multivariate
32474028,text mining,"in vitro fertilization date, antenatal ultrasound dating"
32471302,other,artificial neural network
32462705,text mining,isolated
32459642,text mining,artificial neural network model
32453658,other,Google searches
32438724,text mining,performance indices between the ANN model and a Cox regression model
32434507,text mining,Contact investigation
32433121,text mining,deep neural network
32431495,text mining,French National Hospital Discharge Database
32421649,other,unsupervised machine learning technique
32409353,other,artificial neural network predictive modelling
32405822,other,Machine learning analyses
32404959,text mining,next generation sequencing
32401790,computer vision,deep Convolutional Neural Networks
32401216,text mining,machine learning
32398763,text mining,tissue array approach
32396582,other,machine-learning
32391439,other,machine learning and mathematical model-based analysis
32385567,other,morphoimmunohistological variables
32383971,other,British Columbia's administrative health databases
32366838,other,machine-learning algorithms
32357833,other,discrete-feature discrimination approach
32350021,other,machine learning algorithms
32341266,other,SHAP (SHapley Additive exPlanations) method
32336247,other,multi-step vaccine prediction
32334157,other,data-driven estimation methods
32331386,text mining,Multiple Insecticide Resistance
32328883,other,machine learning techniques
32309796,both,crowdsourced data
32298232,both,log binomial regression models
32280729,computer vision,Low-dose computed tomography
32276618,both,Multilevel analysis
32273731,other,neural network nonlinear autoregression (NNNAR).
32271458,other,Artificial neural network principle
32237241,other,Machine-Learning
32183494,other,machine learning techniques
32175651,text mining,meta-analysis
32166265,text mining,Machine learning models
32156297,other,non-linear modeling technology
32143620,other,AI approach
32139611,other,LCP-CNN
32132525,other,training data
32114430,other,AI-based
32097126,text mining,molecular mechanism
32088358,other,Machine learning
32087680,text mining,computational
32047420,both,Artificial neural network
32029785,other,su-DeepBTS model
32027717,other,machine learning (ML)
32014111,text mining,artificial neural network
31956375,both,Machine Learning
31925552,text mining,artificial neural network (ANN) modeling
31907039,other,artificial neural network ML algorithms
31902018,other,location-based social network (LBSN) and an artificial neural network
31897774,other,a measuring instrument based on wearable device and machine learning techniques
31884865,both,Information
31881042,other,machine learning models
31870197,computer vision,image recognition
31868917,other,machine learning model
31855074,other,machine learning
31842158,both,faster region-based convolutional neural network
31829287,both,PK-PD translational approach
31822270,other,machine learning algorithms
31821482,text mining,Global Anticoagulant Registry in the Field
31798281,text mining,preoperative artificial neural network
31786691,text mining,tandem mass spectrometry
31784625,other,GeoDetector and a Long Short-Term Memory neural network
31776090,other,pseudo amino acid composition method
31775813,text mining,external validation
31771577,other,"logistic regression model, a neural network model and a decision tree model"
31765386,text mining,artificial neural network
31760945,other,Long short-term memory
31738833,other,electrocardiogram
31733029,text mining,Multilayer perceptron and back-propagation artificial neural networks
31724372,other,spatiotemporal analysis
31722676,other,Geographically Weighted Regression
31715534,text mining,machine-learning algorithms
31711617,text mining,machine learning model
31709851,text mining,machine learning
31693708,text mining,Artificial Neural Networks
31690306,both,J48 algorithm
31651589,other,stochastic gradient boosting model
31645585,text mining,self-organizing neural network method
31619130,other,BNs
31610712,other,continuous remote monitoring data from cardiac implantable electronic devices
31608599,other,artificial neural network-based data interpretation
31600206,text mining,resistance strategies
31586305,text mining,multiple linear regression
31585891,other,single-pass spiking learning strategy
31577805,other,machine-learning
31576158,both,BP-ANN model
31571034,text mining,ANN model
31558433,both,support vector machines
31539408,other,trajectory-based method
31526573,text mining,probabilistic linkage methods
31518396,text mining,Artificial neural network-assisted Fourier transform infrared spectroscopy
31513364,text mining,Cox proportional model
31504783,other,neural network web server
31484826,text mining,Bayesian machine-learning model
31484600,other,large-scale medical database
31482338,text mining,retrospective
31474220,other,Sensitivity analysis
31467144,computer vision,novel method for matching places based on visual similarity
31464678,other,ANNs
31428186,both,Ishak scoring system
31413871,computer vision,AI
31371283,other,SARIMA-NARNNX
31358476,text mining,mPS system
31353090,text mining,case-mix adjustment tool
31346994,other,10 cross validation methods
31328665,other,Back Propagation
31315852,other,machine-learning techniques
31307979,both,machine learning model
31278308,other,deep neural network architectures
31269996,text mining,integrated vector management
31234938,other,"support vector machine, artificial neural-network"
31230036,other,multilevel logistic regression
31220446,both,silicone membrane containing integrated silver particles
31211469,text mining,remotely gathered unsupervised typing
31209084,both,hybrid model
31199587,text mining,geostatistical mapping method
31193115,text mining,Artificial neural network
31118707,other,generalized regression neural network
31116850,other,data mining algorithms
31099515,other,machine learning
31096483,both,Kaplan-Meier method
31088588,text mining,logistic regression models
31060615,both,intention to treat
31045212,other,machine learning algorithms
31035958,other,artificial neural network (ANN) and SVM algorithms
31028626,text mining,literature review
31026030,text mining,machine learning models
31021286,other,ANN
31015209,text mining,machine learning
31009356,text mining,Eric Acute Stroke Recanalization
31006161,text mining,Back propagation artificial neural networks
30970017,other,atomistic modeling
30930100,text mining,neural network analysis
30914181,text mining,RF) algorithm
30901048,text mining,Multivariate logistic regression
30898382,text mining,machine learning
30890175,other,Kohonen artificial neural network
30888743,both,single-blind
30873125,text mining,qPCR-based method
30869143,other,machine learning
30825722,text mining,artificial neural network model
30823624,text mining,PCR
30823599,text mining,support vector machine algorithm
30819473,text mining,artificial neural network
30815143,other,deep Residual Network (ResNet)
30788307,other,artificial neural network
30785874,text mining,k-nearest neighbor algorithm
30771890,other,machine learning
30770739,both,Multiple logistic regression analysis
30738152,text mining,advanced analytic algorithms
30732136,text mining,Gradient boosting
35116736,other,10-fold cross-validation approach
30691448,other,operational modelling
30660332,text mining,systematic review
30651402,text mining,shotgun metagenomic sequencing
30646043,other,machine learning algorithm
30646023,both,Nutrition Screening Initiative
30626123,other,L1 regularization
30611123,text mining,retrospective case-control analysis
30583848,both,deep convolutional neural network (DCNN) models
30575126,text mining,Norén and Gosho
30532267,text mining,Fast correlation-based filter
30531036,text mining,retrospective
30511518,text mining,machine learning model
30486763,text mining,questionnaires
30467697,text mining,Descriptive statistics and back-propagation artificial neural network
30458849,text mining,microarray-based genome-wide transcription and qRT-PCR analysis
30458044,other,AKI identification
30425582,other,machine-learning algorithm and a neural network approach
30424187,text mining,polymeric microfluidic flow cytometry
30409119,other,heterogeneity test
30328607,other,logistic regression
30309342,both,CGA
30304146,other,SOM neural network
30280650,text mining,time-of-flight mass spectrometry
30276764,other,logistic regression and deep neural network (DNN) models
30179954,text mining,machine-learning algorithms
30134852,text mining,liquid chromatography-high resolution mass spectrometry
30107815,text mining,holistic study
30075255,other,PhyChem) indexes of DNA nt dimers
30029922,other,decision support tool
30025341,both,multiple imputation method
29986843,computer vision,machine learning
29979692,other,RheSCORE
29957033,other,pattern recognition
29946101,text mining,BP-GA model
29932934,other,backward propagation neural network
29854369,other,reconstruction error
29843649,other,artificial neural networks (ANNs) analysis
29762878,text mining,Norén and Gosho methods
29758452,other,predicate method
29712429,other,neural network algorithm
29708082,both,SARIMA-generalised regression neural network (GRNN) model
29677082,other,artificial neural network
29651433,text mining,An artificial neural network
29648934,text mining,administrative data using adaptive techniques
29562087,both,heuristic pretraining
29561508,both,nested matched cohort study design
29559649,other,the Twitter data set
29540225,both,Taped in-depth interviews
29529860,other,DeLong method
29526169,text mining,clinical observational
29480983,other,Bayesian neural network
29477523,text mining,multivariate linear regression
29447493,other,slandered statistics and artificial intelligence neural network
29383256,other,artificial neural network
29374085,other,ROC curve
29358947,other,Anthropometry
29306807,other,ANN
29286945,other,Artificial Intelligence Sepsis Expert
29267757,text mining,Space-temporal
29244814,other,recurrent neural networks
29232561,other,ANN-2Day model
29216193,both,improve case detection and management of these diseases
29189396,other,machine learning
29181237,text mining,logistic regression
29134435,text mining,temporal fluctuations of a set of ecological and environmental variables
29096402,text mining,Logistic regression
29087294,text mining,neural network analysis
29065583,other,NN-FCA
29034992,text mining,log-rank test
29026969,text mining,"neural network model, the extended Friedewald formula"
29021305,computer vision,Q1VarPred
28991060,other,machine-learning
28964254,other,ab initio approach
28955065,text mining,Multistage stratified sampling technique
28878112,other,classical statistical methods
28877245,both,pair-matched cluster randomization process
28826402,text mining,insecticide resistance
28820678,other,high-precision forecasting model
28775299,other,Generalized Regression Neural Network
28739018,other,artificial neural networks approach
28696083,other,Artificial neural network
28683828,other,machine learning
28672193,other,label free method
28591949,other,PCR
28577363,text mining,standardized insecticide resistance management
28459697,other,multilayer perceptron with back propagation algorithm
28370624,other,Logistic regression
28353054,text mining,ANN
28345042,text mining,machine-learning model
28263689,text mining,biopsies and 1-year follow up
28258081,other,neuroimaging
28241793,text mining,artificial neural network
28211482,both,Propensity score matching method
28185577,both,leave-one-out cross-validation analysis
27960048,both,Artificial neural networks modeling
27919382,text mining,10-fold cross-validation method
27906961,other,Tracking Insecticide Resistance
27871490,both,algorithms
27485738,other,silico docking techniques
27727189,other,artificial feedforward neural network
27585810,other,Neural-KSP
27532679,other,simulation
27513565,text mining,novel modeling approach
27472353,other,A SARIMA model
29469251,other,integrated moving average model-nonlinear auto-regressive neural network
27310311,text mining,Aeonose e-nose
27086199,text mining,WEKA-RF (random forest) method
27072485,text mining,multivariable computational model
27034074,other,Pearson and Spearman correlation as well as artificial neural network (ANN)
27023573,other,ARIMA-NARNN model
27016226,text mining,artificial neural networks
27008710,text mining,Artificial Neural Network
26940103,text mining,neural network models
26859664,text mining,logistic regression analysis
26850398,other,nonlinear autoregressive neural network
26799358,text mining,quantitative analysis
26733278,other,PNN).
26728912,both,subjective and objective approaches
26717018,other,inductively coupled plasma-optical emission spectroscopy
26681340,other,Data mining
26680136,text mining,emergency department thoracotomy
26620206,text mining,Bayesian Confidence Propagation Neural Network
26590182,text mining,MLP
26586702,text mining,molecular characterization
26583768,text mining,Deidentified data of infants <32 weeks' gestational age
26528621,text mining,environmental predictors
26525546,text mining,Descriptive statistics and a back-propagation artificial neural network
26509444,text mining,G-banding cytogenetics
26482268,other,MALDI-TOF/MS
26478889,both,Neuroimaging
26426747,other,Illumina deep sequencing
26415108,text mining,multivariable logistic regression (LR) and artificial neural network approaches
26270814,other,Reliable forecasting
26240478,other,epidemiological case-control data
26200046,text mining,pathophysiological findings and specific drug effects
26176943,text mining,machine-learning techniques
26163648,text mining,artificial neural network model
26153643,other,cost forecasting model
26132479,other,Artificial Neural Network (ANN) model
25976931,text mining,meteorological data
25961009,other,decision fusion
25958031,text mining,multivariate logistic models and a neural network machine learning algorithms
25953014,text mining,ANN modeling
25922119,both,artificial neural networks
25916548,both,synthetic minority over-sampling technique
25852736,other,ten-fold cross validation
25840565,text mining,Artificial neural network
25818705,text mining,multivariate analysis
25681605,other,gas chromatograph analysis
25656678,other,cross-sectional survey
25637541,other,data mining methods
25634089,text mining,preprocessing variable selection step with decision trees and neural network algorithms
25496072,text mining,regression analysis and neural network (NN)
25481323,other,neural network models
25419659,both,the Friedman test
25343975,text mining,enzyme-linked immunosorbent assay
25275266,other,neural network methodology
25242315,text mining,Case-control from within a population-based longitudinal study
25223804,text mining,Multiple regression analysis and an artificial neural network
25212212,other,Bayesian neural network
